Ride_ID,Date,Time,City,Driver_ID,Ride_Type,Distance_km,Duration_min,Fare_INR,Payment_Mode,Ride_Status,Rating
O10552,03-05-2026,13:25,Delhi,D1073,Sedan,7.9,20,324.79,Card,Completed,4
O10553,27-03-2026,21:19,Chennai,D1059,Mini,19.5,19,299.57,Card,Completed,3.7
O10554,15-06-2026,06:11,Jaipur,D1081,Bike,20.3,46,221.11,Card,Cancelled,
O10555,05-05-2026,02:56,Kolkata,D1031,Prime,5.5,11,180.78,Wallet,Cancelled,
O10556,10-04-2026,02:50,Hyderabad,D1003,Bike,16.7,61,200.42,Cash,Cancelled,
O10557,28-03-2026,01:21,Jaipur,D1069,Bike,4.9,18,95.91,UPI,Completed,4.4
O10558,29-05-2026,07:59,Delhi,D1006,Mini,22.5,70,355.77,UPI,Completed,4.8
O10559,29-06-2026,20:08,Jaipur,D1076,Prime,19.5,47,488.45,Cash,Completed,4.2
O10560,28-01-2026,03:31,Bengaluru,D1052,Mini,24.4,62,356.41,Card,Completed,4.5
O10561,31-01-2026,21:36,Mumbai,D1016,Auto,25.3,35,326.5,Card,Completed,3.7
O10562,06-02-2026,13:10,Pune,D1081,Sedan,6.2,15,288.8,Wallet,Completed,3.2
O10563,10-02-2026,00:56,Kolkata,D1037,Mini,1.7,8,125.23,Wallet,Completed,4.2
O10564,27-06-2026,15:44,Mumbai,D1079,Prime,5.6,12,217.42,Cash,Completed,4.9
O10565,02-06-2026,05:45,Kolkata,D1072,Sedan,28.6,88,729.85,UPI,Completed,3.8
O10566,19-02-2026,03:33,Delhi,D1027,Sedan,11.8,42,371.53,Card,Completed,4.3
O10567,14-01-2026,06:07,Mumbai,D1037,Bike,15.7,18,182.51,UPI,Completed,4.3
O10568,22-04-2026,08:21,Kolkata,D1063,Mini,4.5,8,158.74,Cash,Completed,4.6
O10569,19-01-2026,07:46,Kolkata,D1100,Sedan,18,61,473.91,Cash,Completed,3.7
O10570,25-03-2026,07:06,Bengaluru,D1007,Bike,26.3,56,282.8,Wallet,Completed,4.2
O10571,07-02-2026,06:59,Kolkata,D1035,Prime,12.5,16,337.04,UPI,Completed,3.7
O10572,27-03-2026,04:02,Jaipur,D1029,Auto,5.4,21,106.59,Card,Completed,4.5
O10573,04-06-2026,05:50,Mumbai,D1028,Sedan,29.1,37,688.05,Wallet,Completed,4
O10574,29-04-2026,08:00,Chennai,D1076,Prime,8.6,21,275.36,UPI,Cancelled,
O10575,27-05-2026,00:26,Jaipur,D1062,Mini,29.8,101,451.4,Cash,Completed,4.1
O10576,26-04-2026,15:15,Delhi,D1083,Sedan,23,60,626.5,Cash,Completed,3.6
O10577,05-01-2026,15:42,Hyderabad,D1099,Prime,21.5,81,519.31,UPI,Completed,3.9
O10578,30-06-2026,12:11,Pune,D1043,Bike,21.6,8,243.03,Cash,Completed,4.8
O10579,17-03-2026,13:48,Hyderabad,D1043,Sedan,17,58,454.5,Cash,Completed,4.2
O10580,12-05-2026,21:23,Jaipur,D1072,Mini,12.4,37,232.14,Cash,Completed,3.4
O10581,24-05-2026,22:49,Bengaluru,D1097,Prime,29.5,38,648.77,UPI,Completed,4.5
O10582,27-02-2026,10:22,Hyderabad,D1065,Sedan,20.9,43,521.81,Cash,Completed,3.9
O10583,01-05-2026,22:34,Hyderabad,D1012,Bike,19.2,16,176.78,Cash,Cancelled,
O10584,11-04-2026,05:18,Delhi,D1067,Mini,6.2,11,163.2,Cash,Completed,4.7
O10585,17-03-2026,13:43,Mumbai,D1003,Bike,11.4,36,152.84,UPI,Completed,3.4
O10586,14-05-2026,20:21,Chennai,D1071,Sedan,11.3,28,360.03,Wallet,Completed,4.1
O10587,28-04-2026,09:36,Mumbai,D1007,Auto,6.4,16,99.87,UPI,Completed,3.6
O10588,01-04-2026,09:29,Mumbai,D1091,Sedan,27.8,99,693.47,UPI,Completed,3.4
O10589,11-02-2026,07:07,Jaipur,D1005,Auto,17.9,64,217.23,Card,Completed,4.1
O10590,30-03-2026,04:23,Kolkata,D1052,Sedan,29.3,76,707.11,Wallet,Cancelled,
O10591,07-02-2026,14:59,Pune,D1038,Prime,1.6,10,147.03,Wallet,Completed,4.3
O10592,16-03-2026,18:42,Mumbai,D1006,Sedan,22.3,64,569.71,UPI,Completed,4
O10593,23-06-2026,17:07,Hyderabad,D1083,Mini,12.9,22,226.02,UPI,Completed,3.1
O10594,30-05-2026,16:14,Hyderabad,D1066,Prime,2.1,10,177.26,Wallet,Completed,4.9
O10595,19-02-2026,15:20,Jaipur,D1045,Auto,12.8,35,173.87,Card,Completed,3.6
O10596,25-04-2026,17:05,Bengaluru,D1055,Bike,22.6,61,247.06,Wallet,Completed,4.6
O10597,05-02-2026,18:38,Delhi,D1076,Prime,7.4,23,282.39,Wallet,Completed,3.7
O10598,23-01-2026,00:26,Hyderabad,D1024,Bike,6.5,22,111.72,Wallet,Completed,3.3
O10599,16-03-2026,17:31,Jaipur,D1001,Auto,25.3,46,307.59,UPI,Completed,3.4
O10600,09-03-2026,09:40,Kolkata,D1032,Mini,20.1,44,310.4,Cash,Completed,4.4
O10601,31-01-2026,08:31,Delhi,D1088,Sedan,22.7,82,587.63,Wallet,Completed,3.5
O10602,27-06-2026,03:23,Jaipur,D1046,Auto,6.1,9,91.23,UPI,Completed,4.4
O10603,14-01-2026,08:23,Chennai,D1066,Auto,2.9,10,86.07,UPI,Cancelled,
O10604,10-06-2026,05:48,Delhi,D1039,Sedan,22.9,77,580.58,Card,Completed,4.7
O10605,25-06-2026,22:44,Pune,D1048,Mini,16.7,30,298.03,Wallet,Completed,4
O10606,16-04-2026,10:58,Mumbai,D1079,Mini,7.7,24,147.88,Cash,Completed,4.8
O10607,17-04-2026,14:58,Delhi,D1057,Mini,24.8,10,371.17,Card,Completed,3.7
O10608,14-02-2026,22:19,Jaipur,D1017,Mini,7.8,30,143.57,Cash,Completed,3.3
O10609,19-04-2026,22:48,Delhi,D1085,Mini,2,9,117.01,Cash,Completed,3.2
O10610,01-05-2026,03:58,Hyderabad,D1078,Mini,3.4,13,81.52,UPI,Completed,3.2
O10611,31-05-2026,06:11,Pune,D1065,Mini,4.1,12,155.62,UPI,Completed,3.3
O10612,10-05-2026,18:04,Delhi,D1097,Sedan,23.3,75,581.19,Cash,Completed,3.6
O10613,26-01-2026,06:58,Kolkata,D1024,Auto,21.4,31,264.78,Card,Cancelled,
O10614,08-04-2026,13:13,Bengaluru,D1098,Bike,4.7,13,56.25,Card,Completed,3.3
O10615,30-06-2026,09:35,Jaipur,D1088,Mini,10.9,15,197.73,Wallet,Completed,4.5
O10616,27-02-2026,17:26,Hyderabad,D1048,Bike,6.9,10,127.83,UPI,Completed,4.9
O10617,04-01-2026,21:31,Delhi,D1089,Bike,14,50,169.36,Cash,Completed,3.8
O10618,13-02-2026,02:23,Bengaluru,D1036,Auto,7.2,20,100.59,Card,Completed,4.5
O10619,14-06-2026,12:22,Kolkata,D1016,Sedan,28.6,70,707.8,Card,Completed,3.9
O10620,06-05-2026,15:14,Mumbai,D1023,Mini,4.3,8,149.72,Wallet,Completed,3.1
O10621,04-06-2026,21:20,Mumbai,D1064,Auto,19.2,20,265.21,Wallet,Completed,4
O10622,21-02-2026,09:42,Kolkata,D1098,Bike,15.9,42,161.25,Cash,Completed,4.1
O10623,21-04-2026,03:24,Kolkata,D1100,Auto,25.8,64,310.18,Card,Completed,4.1
O10624,30-06-2026,05:31,Chennai,D1085,Prime,10.4,32,301.32,Wallet,Completed,4.4
O10625,02-05-2026,17:54,Mumbai,D1079,Sedan,3.1,10,196.63,Card,Cancelled,
O10626,14-03-2026,10:03,Jaipur,D1081,Sedan,2.8,10,180.42,Card,Completed,3.1
O10627,08-04-2026,03:27,Pune,D1076,Auto,13.2,11,198.29,Cash,Completed,4.3
O10628,26-06-2026,02:55,Hyderabad,D1055,Mini,11.1,9,210.89,Wallet,Completed,4.3
O10629,10-03-2026,00:44,Kolkata,D1063,Sedan,2.1,9,168.44,Cash,Completed,4.1
O10630,26-06-2026,21:13,Pune,D1056,Bike,15.8,56,183.12,UPI,Completed,3.6
O10631,08-05-2026,20:54,Delhi,D1052,Sedan,7.6,16,255.33,UPI,Cancelled,
O10632,09-06-2026,23:05,Delhi,D1045,Sedan,11.1,12,361.65,Cash,Completed,3.9
O10633,16-06-2026,09:32,Hyderabad,D1059,Bike,20.4,48,187.21,UPI,Completed,4.2
O10634,05-01-2026,20:45,Mumbai,D1082,Sedan,15.7,50,481.35,Wallet,Completed,3.9
O10635,25-05-2026,23:40,Jaipur,D1039,Sedan,7.2,22,254.34,Wallet,Completed,4.4
O10636,16-04-2026,10:55,Delhi,D1077,Prime,25.6,42,598.46,UPI,Completed,3.5
O10637,14-04-2026,07:07,Mumbai,D1083,Prime,2.3,9,153.89,Cash,Completed,3.9
O10638,21-02-2026,05:17,Mumbai,D1006,Mini,8.9,33,166.24,Wallet,Completed,4.3
O10639,06-01-2026,01:55,Delhi,D1085,Auto,18.6,16,269.04,Cash,Completed,3.7
O10640,12-04-2026,23:53,Mumbai,D1100,Prime,4.7,16,229.91,Card,Completed,4.7
O10641,08-05-2026,02:15,Delhi,D1028,Auto,10.9,32,185.41,UPI,Completed,4.9
O10642,28-01-2026,05:13,Hyderabad,D1015,Bike,13.1,45,118.71,Card,Completed,4.4
O10643,20-05-2026,13:30,Bengaluru,D1003,Auto,26.6,26,311.41,Cash,Completed,4.6
O10644,19-06-2026,01:44,Bengaluru,D1088,Auto,17.3,27,237.73,Cash,Completed,4.8
O10645,17-05-2026,07:54,Kolkata,D1039,Bike,1.7,9,88.53,Cash,Cancelled,
O10646,02-03-2026,09:13,Mumbai,D1100,Bike,19.5,60,221.25,Wallet,Completed,3.2
O10647,01-05-2026,23:26,Pune,D1046,Bike,26.5,20,279.71,Wallet,Completed,4
O10648,04-06-2026,23:52,Pune,D1083,Bike,21.3,14,225.3,UPI,Completed,3.9
O10649,01-01-2026,12:12,Hyderabad,D1084,Auto,17.9,22,210.05,UPI,Completed,4.9
O10650,02-06-2026,21:26,Pune,D1042,Bike,15.1,55,140.15,Card,Completed,4.2
O10651,20-02-2026,02:26,Pune,D1029,Prime,12.7,32,374.73,Cash,Cancelled,
O10652,06-01-2026,17:41,Bengaluru,D1080,Mini,29.3,33,409.92,Wallet,Completed,3.1
O10653,03-06-2026,08:09,Delhi,D1059,Auto,6.3,11,83.99,Wallet,Completed,4.5
O10654,31-01-2026,07:45,Bengaluru,D1017,Prime,28.5,112,647.75,Wallet,Completed,4
O10655,22-02-2026,19:13,Hyderabad,D1031,Prime,13.4,34,376.67,Wallet,Completed,5
O10656,05-03-2026,11:37,Kolkata,D1051,Mini,1.8,8,122.6,UPI,Cancelled,
O10657,09-04-2026,22:27,Hyderabad,D1061,Mini,4.2,8,94.05,Card,Cancelled,
O10658,05-06-2026,21:51,Jaipur,D1086,Mini,8.7,27,171.07,Card,Cancelled,
O10659,03-02-2026,17:02,Mumbai,D1041,Auto,6.3,23,148.12,Wallet,Completed,3.3
O10660,06-02-2026,08:07,Pune,D1056,Mini,29.4,71,453.82,Card,Completed,4.5
O10661,09-03-2026,19:53,Hyderabad,D1098,Sedan,10.4,18,330.09,UPI,Cancelled,
O10662,23-05-2026,21:40,Kolkata,D1091,Mini,6.9,9,138.89,Wallet,Completed,3.5
O10663,22-04-2026,03:57,Kolkata,D1093,Mini,14.1,53,248.46,UPI,Completed,3.2
O10664,01-02-2026,11:05,Bengaluru,D1085,Auto,6.6,13,138.5,UPI,Completed,4.1
O10665,30-05-2026,00:33,Mumbai,D1004,Bike,27.7,39,285.38,Card,Completed,4.8
O10666,24-06-2026,21:07,Chennai,D1091,Auto,18.3,21,261.59,Wallet,Completed,3.2
O10667,27-04-2026,20:17,Jaipur,D1094,Auto,29.1,91,354.57,UPI,Completed,4.9
O10668,24-02-2026,01:51,Hyderabad,D1033,Auto,24.2,17,300.3,UPI,Completed,3.2
O10669,03-03-2026,12:05,Jaipur,D1016,Prime,6.1,20,209.75,Card,Completed,4.3
O10670,06-05-2026,13:47,Hyderabad,D1058,Sedan,5.2,18,210.73,Wallet,Completed,3.4
O10671,02-05-2026,08:36,Chennai,D1006,Mini,23.1,55,360.17,Card,Completed,3.9
O10672,29-04-2026,21:14,Mumbai,D1062,Bike,16.5,49,178.73,Card,Completed,3.9
O10673,08-02-2026,04:43,Hyderabad,D1066,Prime,16.4,26,415,Cash,Completed,4.8
O10674,11-05-2026,13:26,Delhi,D1099,Bike,20.3,80,229.3,Cash,Completed,4.2
O10675,30-01-2026,23:42,Kolkata,D1041,Prime,23.9,58,513.37,Wallet,Completed,4.4
O10676,21-06-2026,14:39,Hyderabad,D1078,Auto,29.1,111,324.1,Card,Completed,4.5
O10677,22-06-2026,03:27,Jaipur,D1085,Mini,12.8,8,205.62,Wallet,Completed,4.4
O10678,19-03-2026,19:52,Pune,D1003,Bike,24.4,19,213.96,UPI,Completed,3.2
O10679,07-01-2026,06:30,Mumbai,D1099,Prime,13.9,48,390.27,Wallet,Completed,3.2
O10680,07-02-2026,15:27,Jaipur,D1003,Mini,6.2,12,166.11,Wallet,Completed,4
O10681,30-05-2026,07:12,Hyderabad,D1092,Sedan,25.1,58,605.56,Wallet,Completed,4.3
O10682,17-04-2026,15:47,Hyderabad,D1063,Mini,15.4,39,260.73,UPI,Completed,4.9
O10683,16-01-2026,16:01,Chennai,D1015,Sedan,10.5,12,328.75,Wallet,Completed,4.8
O10684,09-06-2026,20:22,Kolkata,D1065,Bike,2.1,9,77.63,UPI,Completed,3.9
O10685,31-05-2026,21:21,Kolkata,D1087,Prime,26.7,100,610.4,Card,Cancelled,
O10686,01-05-2026,05:39,Bengaluru,D1078,Auto,21.2,19,278.69,Wallet,Completed,3.4
O10687,26-01-2026,13:31,Hyderabad,D1087,Prime,7.5,9,284.95,UPI,Completed,3.5
O10688,14-02-2026,16:02,Delhi,D1044,Auto,13.8,47,173.87,Card,Completed,4
O10689,12-01-2026,17:17,Mumbai,D1057,Sedan,18.7,21,523.45,Wallet,Cancelled,
O10690,29-01-2026,03:50,Delhi,D1047,Sedan,2.7,8,165.69,UPI,Completed,3.4
O10691,16-03-2026,22:28,Kolkata,D1057,Mini,5.9,19,134.22,Wallet,Completed,4.7
O10692,02-01-2026,07:53,Kolkata,D1047,Auto,9.7,13,122.97,UPI,Completed,4.5
O10693,08-02-2026,16:26,Bengaluru,D1067,Prime,24.4,60,583.46,Card,Cancelled,
O10694,08-01-2026,14:09,Jaipur,D1056,Sedan,28.4,18,691.68,Cash,Completed,4.5
O10695,11-04-2026,01:42,Mumbai,D1090,Sedan,3.1,12,230.09,Card,Completed,4.8
O10696,22-03-2026,11:00,Hyderabad,D1070,Sedan,18.9,26,527.02,Wallet,Completed,3.4
O10697,28-06-2026,11:56,Chennai,D1095,Prime,26.6,18,561.39,UPI,Completed,4.5
O10698,14-05-2026,17:18,Bengaluru,D1004,Mini,16.1,27,269.69,Card,Completed,3.3
O10699,03-03-2026,09:46,Chennai,D1016,Sedan,4.6,8,250.91,Cash,Completed,4
O10700,16-06-2026,03:28,Hyderabad,D1075,Sedan,22.5,66,573.73,UPI,Completed,4.5
O10701,31-03-2026,09:18,Mumbai,D1100,Bike,16.3,23,147.77,Card,Completed,3.4
O10702,27-04-2026,03:09,Chennai,D1010,Bike,3.8,8,70.14,Card,Completed,3.4
O10703,23-06-2026,16:25,Chennai,D1094,Auto,18.2,62,271.76,Wallet,Completed,4.9
O10704,11-02-2026,04:32,Mumbai,D1089,Bike,21.8,24,252.16,UPI,Completed,4.1
O10705,27-04-2026,15:02,Mumbai,D1074,Sedan,12,15,382.11,Card,Completed,3.2
O10706,11-01-2026,16:09,Delhi,D1019,Auto,10.2,31,143.23,Wallet,Completed,4.6
O10707,13-01-2026,09:56,Hyderabad,D1006,Prime,6.7,23,200.75,Wallet,Completed,3.1
O10708,04-05-2026,18:19,Kolkata,D1018,Auto,23.8,68,316.41,Wallet,Completed,3.3
O10709,26-04-2026,21:28,Mumbai,D1044,Auto,4,14,87.11,Cash,Cancelled,
O10710,21-06-2026,14:47,Hyderabad,D1040,Mini,26.2,98,356.14,Cash,Completed,4.5
O10711,14-06-2026,17:05,Bengaluru,D1061,Sedan,16.9,56,441.7,Cash,Completed,3.4
O10712,31-01-2026,21:59,Mumbai,D1057,Mini,9.3,14,168.77,Cash,Completed,4.8
O10713,17-05-2026,19:20,Chennai,D1068,Sedan,2.8,8,179.8,Card,Completed,3
O10714,08-04-2026,08:05,Delhi,D1040,Mini,16.9,26,252.88,Wallet,Completed,3.2
O10715,23-06-2026,05:03,Pune,D1042,Prime,2.3,8,142.26,Card,Completed,3.3
O10716,07-04-2026,03:03,Bengaluru,D1015,Prime,22.9,83,508.75,Card,Completed,4
O10717,16-01-2026,10:29,Chennai,D1003,Mini,15.3,34,267.95,Card,Cancelled,
O10718,22-05-2026,18:43,Delhi,D1011,Prime,23.2,91,552.56,UPI,Completed,3.8
O10719,06-02-2026,11:34,Mumbai,D1060,Prime,16.8,35,449.69,Card,Completed,3.1
O10720,17-06-2026,05:00,Jaipur,D1081,Bike,9.3,16,143.16,UPI,Completed,3.7
O10721,30-05-2026,16:18,Jaipur,D1018,Prime,22.6,80,491.7,Card,Completed,4.4
O10722,21-04-2026,06:39,Pune,D1027,Auto,19.6,65,235.11,Wallet,Completed,3.6
O10723,03-06-2026,10:01,Mumbai,D1090,Mini,18.9,8,329.9,Wallet,Completed,3.8
O10724,11-04-2026,17:05,Delhi,D1049,Sedan,2.4,10,179.16,Card,Completed,4.9
O10725,10-04-2026,05:53,Jaipur,D1036,Mini,14.7,20,247.52,Card,Completed,3
O10726,19-02-2026,02:52,Hyderabad,D1091,Prime,8.2,23,295.31,UPI,Completed,4
O10727,02-01-2026,06:52,Chennai,D1095,Mini,26.3,80,390.62,UPI,Completed,3.4
O10728,17-01-2026,18:08,Delhi,D1094,Prime,8.9,26,300.08,Card,Cancelled,
O10729,19-02-2026,21:01,Hyderabad,D1007,Sedan,26.7,8,699.65,Card,Completed,4.9
O10730,21-04-2026,13:17,Delhi,D1007,Sedan,14.8,31,432.21,Card,Completed,4.4
O10731,18-04-2026,17:28,Pune,D1095,Mini,12.7,29,198.13,UPI,Completed,3.1
O10732,26-06-2026,13:04,Bengaluru,D1056,Prime,6.2,17,196,Cash,Completed,3.1
O10733,01-06-2026,20:59,Pune,D1043,Auto,8.5,23,121.69,UPI,Completed,3.1
O10734,19-01-2026,19:39,Kolkata,D1041,Mini,19.3,23,277.59,Cash,Completed,3.1
O10735,02-02-2026,01:58,Kolkata,D1038,Mini,10.1,35,165.81,Wallet,Completed,4.1
O10736,13-04-2026,03:39,Chennai,D1055,Prime,26.1,92,593.48,Cash,Completed,3.9
O10737,28-03-2026,20:43,Jaipur,D1009,Bike,16.2,45,153.07,UPI,Completed,4.2
O10738,27-05-2026,04:40,Hyderabad,D1006,Auto,13.5,54,198.46,Cash,Completed,3.3
O10739,02-02-2026,09:37,Chennai,D1019,Sedan,28.9,104,703.04,UPI,Completed,4.1
O10740,01-05-2026,09:38,Pune,D1031,Auto,12,8,176.24,Cash,Completed,3.3
O10741,19-04-2026,11:12,Bengaluru,D1060,Prime,23.9,51,523.45,Card,Completed,4.4
O10742,29-05-2026,18:21,Hyderabad,D1029,Bike,10.9,14,129,Cash,Completed,3.1
O10743,13-06-2026,07:44,Bengaluru,D1095,Bike,19.3,38,198.05,Wallet,Completed,4.6
O10744,22-02-2026,12:11,Jaipur,D1025,Auto,1.8,9,40.1,Card,Completed,3.6
O10745,12-01-2026,00:12,Bengaluru,D1023,Auto,6.5,16,135.32,UPI,Completed,4.1
O10746,06-01-2026,05:53,Hyderabad,D1044,Mini,2.1,10,74.81,UPI,Completed,4.8
O10747,20-03-2026,14:15,Pune,D1056,Auto,20.3,75,291.4,Cash,Cancelled,
O10748,31-01-2026,04:56,Mumbai,D1082,Prime,7,20,254.6,UPI,Completed,3.9
O10749,12-01-2026,19:37,Bengaluru,D1017,Sedan,9.9,17,320.94,Wallet,Completed,4.6
O10750,23-02-2026,23:05,Kolkata,D1097,Sedan,3.3,12,193.17,Card,Cancelled,
O10751,08-05-2026,16:29,Mumbai,D1035,Auto,21.8,75,286.62,Wallet,Completed,4
O10752,13-06-2026,18:41,Jaipur,D1055,Prime,7.8,14,252.05,Wallet,Completed,3.4
O10753,27-05-2026,05:59,Pune,D1030,Auto,17.2,16,244.61,Cash,Completed,4
O10754,30-04-2026,16:39,Pune,D1049,Bike,14.4,35,153.83,Cash,Completed,3.6
O10755,15-02-2026,14:14,Hyderabad,D1011,Mini,11.7,13,201.02,Card,Completed,4.1
O10756,28-02-2026,03:07,Delhi,D1096,Auto,2.6,8,69.36,Card,Completed,3.5
O10757,18-02-2026,22:38,Mumbai,D1052,Sedan,27.5,9,703.91,Wallet,Completed,3.7
O10758,29-05-2026,20:00,Kolkata,D1027,Sedan,29.7,27,754.58,Wallet,Completed,4.4
O10759,01-03-2026,16:37,Kolkata,D1090,Bike,11.2,13,121.52,Wallet,Completed,4.5
O10760,23-02-2026,14:28,Jaipur,D1002,Auto,5.5,21,83.98,Wallet,Cancelled,
O10761,18-06-2026,11:21,Bengaluru,D1076,Bike,13.6,33,172.2,Cash,Completed,3.6
O10762,26-05-2026,01:59,Mumbai,D1074,Prime,29.4,50,648.97,Wallet,Completed,4.8
O10763,08-04-2026,06:25,Delhi,D1039,Sedan,12.5,38,357.6,Cash,Completed,3.9
O10764,13-02-2026,03:43,Mumbai,D1050,Mini,25.1,85,375.4,Card,Completed,3.1
O10765,22-02-2026,07:18,Delhi,D1051,Bike,3.1,12,35.57,UPI,Completed,4.8
O10766,29-01-2026,04:34,Chennai,D1027,Bike,22.7,57,258.46,Card,Completed,3.3
O10767,21-04-2026,22:42,Kolkata,D1036,Prime,18.7,47,457.72,UPI,Completed,4.4
O10768,02-01-2026,04:28,Delhi,D1063,Bike,18.7,39,196.41,Wallet,Cancelled,
O10769,29-04-2026,18:02,Delhi,D1051,Auto,19.9,66,243.27,UPI,Completed,4.6
O10770,17-04-2026,07:11,Chennai,D1006,Bike,12.5,50,122.84,UPI,Completed,3.8
O10771,10-02-2026,08:56,Hyderabad,D1016,Mini,21.4,35,360.41,Card,Completed,4.5
O10772,20-01-2026,03:32,Pune,D1082,Bike,14.4,24,139.72,Wallet,Completed,3.1
O10773,08-04-2026,10:47,Chennai,D1086,Prime,12.8,8,327.94,Wallet,Completed,3.3
O10774,05-05-2026,14:04,Delhi,D1022,Sedan,20.2,64,513.82,Cash,Completed,4.7
O10775,05-06-2026,03:11,Hyderabad,D1035,Mini,16.7,33,252.19,UPI,Completed,3
O10776,23-04-2026,11:11,Bengaluru,D1067,Mini,26.9,76,377.93,Cash,Completed,4.7
O10777,10-04-2026,22:19,Kolkata,D1048,Mini,18.5,14,316.07,UPI,Completed,4.9
O10778,21-02-2026,02:01,Chennai,D1013,Mini,29.7,51,453.84,UPI,Completed,3.1
O10779,12-02-2026,01:26,Delhi,D1051,Auto,10.7,20,170.73,Wallet,Cancelled,
O10780,31-01-2026,07:13,Delhi,D1059,Auto,10.7,8,155.15,UPI,Completed,3.8
O10781,17-01-2026,21:52,Hyderabad,D1064,Sedan,12,12,401.98,Cash,Completed,4.5
O10782,18-05-2026,18:10,Hyderabad,D1089,Mini,18.6,57,310.65,UPI,Cancelled,
O10783,27-03-2026,05:40,Pune,D1082,Bike,3.4,8,79.8,UPI,Completed,3.8
O10784,09-05-2026,18:45,Jaipur,D1080,Prime,2.1,8,139.42,Cash,Completed,4.5
O10785,16-01-2026,04:23,Kolkata,D1077,Auto,7.3,20,107.31,Wallet,Completed,4.8
O10786,26-03-2026,04:17,Pune,D1094,Mini,16.3,34,280.96,Card,Completed,3
O10787,29-03-2026,07:13,Jaipur,D1042,Prime,24.3,97,567.77,UPI,Completed,3.8
O10788,24-04-2026,20:00,Delhi,D1027,Bike,3.5,9,41.65,UPI,Cancelled,
O10789,24-01-2026,05:37,Bengaluru,D1032,Prime,16,35,418.75,Wallet,Completed,4.4
O10790,15-02-2026,19:15,Hyderabad,D1047,Auto,17.9,33,218.03,Wallet,Completed,3.2
O10791,07-04-2026,05:30,Kolkata,D1062,Bike,15.9,55,167.54,Cash,Completed,4.9
O10792,08-04-2026,13:54,Delhi,D1040,Auto,18.5,27,243.7,Wallet,Completed,3.8
O10793,14-03-2026,12:35,Kolkata,D1001,Mini,11,38,185.7,Cash,Cancelled,
O10794,09-05-2026,23:46,Pune,D1048,Bike,13,34,179.82,Wallet,Cancelled,
O10795,06-05-2026,09:41,Delhi,D1056,Bike,26.7,23,250.54,Card,Completed,3.4
O10796,31-03-2026,16:45,Kolkata,D1005,Auto,21.3,57,297.86,Card,Completed,3.5
O10797,11-06-2026,22:43,Jaipur,D1075,Prime,8.9,22,306.3,UPI,Completed,3.5
O10798,04-01-2026,03:49,Delhi,D1055,Bike,12.8,45,180.59,UPI,Completed,4.8
O10799,20-04-2026,08:44,Hyderabad,D1097,Sedan,29.1,92,744.07,Cash,Completed,4.5
O10800,28-01-2026,20:36,Pune,D1022,Prime,9.2,14,310.7,Wallet,Completed,3.6
O10801,01-01-2026,03:04,Chennai,D1091,Sedan,13.4,26,419.31,UPI,Completed,3.7
O10802,20-02-2026,15:11,Delhi,D1098,Bike,17.7,21,164.59,UPI,Completed,3.4
O10803,08-03-2026,13:28,Delhi,D1075,Prime,3.8,9,174.84,UPI,Completed,3.7
O10804,03-05-2026,15:43,Delhi,D1028,Mini,3.2,8,124.97,Cash,Completed,3.1
O10805,07-04-2026,19:33,Hyderabad,D1044,Bike,15,29,172.31,Card,Completed,4.4
O10806,03-03-2026,11:42,Chennai,D1090,Bike,18.9,53,222.32,Wallet,Completed,3
O10807,05-02-2026,00:38,Delhi,D1088,Sedan,9.5,30,342.6,Wallet,Completed,3.9
O10808,12-05-2026,13:42,Bengaluru,D1095,Mini,29.6,112,417.75,Card,Completed,4.7
O10809,23-06-2026,14:14,Kolkata,D1061,Bike,22.6,18,215.18,Cash,Cancelled,
O10810,09-04-2026,09:38,Bengaluru,D1064,Prime,26.3,81,608.34,Cash,Completed,3.1
O10811,19-03-2026,21:35,Kolkata,D1022,Prime,27,22,599.75,Cash,Completed,3.5
O10812,28-01-2026,13:45,Jaipur,D1033,Prime,28,49,647.19,Wallet,Completed,3.4
O10813,21-06-2026,03:42,Mumbai,D1074,Sedan,19.6,70,498.33,Cash,Completed,4.7
O10814,14-06-2026,10:24,Chennai,D1012,Sedan,29,63,736.59,Cash,Completed,3.2
O10815,23-01-2026,10:47,Bengaluru,D1074,Mini,17.8,24,313.33,Cash,Cancelled,
O10816,21-03-2026,01:37,Bengaluru,D1017,Bike,29.4,48,299.19,UPI,Completed,4.9
O10817,28-01-2026,12:00,Kolkata,D1077,Auto,5.6,12,134.61,Card,Completed,3.9
O10818,07-02-2026,23:42,Jaipur,D1091,Sedan,10.6,40,381.32,Wallet,Completed,5
O10819,11-06-2026,06:31,Hyderabad,D1029,Bike,3.2,10,46.29,Cash,Completed,4.7
O10820,15-02-2026,15:46,Chennai,D1051,Auto,29.6,92,379.87,Card,Completed,3
O10821,19-04-2026,21:30,Pune,D1090,Bike,12.6,41,161.67,Wallet,Completed,4.8
O10822,25-01-2026,04:20,Jaipur,D1019,Auto,14.5,18,205.4,UPI,Completed,4
O10823,25-02-2026,23:12,Jaipur,D1049,Auto,22.2,81,249.14,Wallet,Completed,4.7
O10824,23-06-2026,05:59,Jaipur,D1084,Mini,11.6,38,191.77,Card,Completed,5
O10825,01-06-2026,13:09,Chennai,D1023,Prime,2.5,8,152.77,Wallet,Completed,4.2
O10826,27-06-2026,21:42,Delhi,D1002,Bike,26.1,91,245.55,Cash,Completed,3.9
